10045,42.579806,-081.430889
10048,39.996072,-079.400700
10053,45.097939,-118.094022
10055,45.002794,-074.092392
10056,45.000028,-073.617000
10057,45.000039,-073.237600
10058,45.000044,-072.123681
10059,43.016242,-073.215275
10061,47.366714,-067.296675
10063,45.423011,-067.545472
10064,45.337986,-067.449747
10065,44.955578,-067.023867
10066,42.402847,-070.850878
10067,45.842389,-115.000000
10068,48.380567,-123.162319
10069,44.968364,-123.577497
10070,41.333417,-122.900614
10071,41.333639,-122.580944
10072,46.067281,-121.777608
10073,45.746283,-121.656769
10074,45.622367,-121.610489
10076,45.022725,-121.389506
10077,41.084439,-121.542039
10078,41.002811,-120.069128
10079,47.420961,-118.053986
10080,47.181533,-118.749078
10081,45.719658,-118.974442
10082,45.699853,-118.988358
10083,45.287336,-119.275708
10084,45.077356,-118.123800
10086,44.373044,-118.782278
10087,47.428744,-117.729961
10088,47.432139,-117.575842
10089,47.135408,-117.949917
10090,47.103750,-117.450744
10091,45.787625,-116.965039
10093,45.340683,-116.805481
10094,47.952028,-115.000000
10095,47.429167,-115.000000
10096,46.915944,-115.000000
10099,38.112222,-120.792389
10100,38.047475,-121.100719
10101,37.959194,-121.001111
10103,37.851981,-120.880711
10105,36.725842,-121.122725
10107,35.742628,-120.078333
10108,35.586747,-120.671864
10109,40.741483,-118.970506
10110,40.274158,-118.033689
10112,36.684467,-118.584261
10113,36.113167,-119.180222
10114,35.913842,-119.314500
10115,39.068694,-117.319278
10117,38.048861,-117.236944
10118,37.289983,-117.159017
10120,44.928683,-116.660647
10121,44.844686,-116.631400
10122,44.544078,-114.787111
10123,44.255378,-115.203792
10124,40.678592,-114.920289
10125,46.587878,-111.868292
10126,42.689444,-112.108167
10127,42.320447,-112.082239
10129,40.146019,-109.156008
10130,41.708056,-113.275472
10131,41.426583,-112.844806
10132,41.472492,-112.023806
10133,39.134153,-112.104156
10134,39.466594,-112.057017
10135,39.383844,-112.068794
10136,38.738492,-112.806394
10137,38.937489,-112.131819
10138,38.509558,-112.191478
10141,37.659722,-113.576100
10142,37.500750,-112.315417
10143,47.217450,-111.536747
10144,47.167933,-110.912392
10145,42.495556,-111.537000
10146,40.741892,-110.119917
10147,40.205897,-110.796575
10148,40.232203,-110.844078
10149,40.228842,-110.767944
10150,39.962444,-111.098806
10151,39.720464,-109.932422
10152,40.366778,-109.138111
10154,39.619778,-110.202583
10155,39.785075,-109.757303
10156,39.477467,-110.208875
10157,38.878972,-109.984014
10158,40.670739,-109.114872
1015N,10.000000,-015.000000
10160,45.021153,-106.064019
10161,44.023214,-107.053394
10162,43.993686,-107.028364
10163,43.765986,-107.264875
10165,41.671333,-107.927167
10167,45.862147,-112.240417
10168,39.169800,-111.321897
10169,39.118333,-109.983333
10186,37.481328,-110.230517
10187,36.007728,-109.308933
10188,36.035389,-109.738444
10189,37.196692,-109.384475
10190,37.739575,-108.390947
10191,37.972686,-108.460781
10193,39.356000,-109.298758
10198,40.588278,-108.081528
10200,40.435342,-106.288303
10201,37.500181,-104.647456
10202,37.692178,-104.595172
10203,37.837592,-104.060267
10205,37.611611,-106.102278
1020N,10.000000,-020.000000
10211,41.826139,-105.253639
10212,44.482539,-104.447981
10213,44.235594,-103.738558
10216,38.494583,-103.616889
10217,37.594456,-103.865928
10220,38.150839,-102.868392
10221,38.121175,-102.571719
10224,37.755583,-111.069694
10225,37.077806,-111.745056
10226,36.109389,-111.667667
10227,36.028931,-111.710372
10228,35.711722,-110.456778
10229,35.802564,-109.636661
10230,35.963094,-108.661389
10231,36.160028,-107.648778
10232,36.366222,-107.028278
10233,36.710972,-106.098944
10234,36.768725,-104.844106
10235,37.192750,-103.536083
10236,37.796511,-102.011986
10237,37.775844,-102.049792
10238,38.018847,-101.602364
10239,38.516017,-100.667394
10241,39.596147,-098.864689
10242,40.241694,-099.053139
10243,40.684706,-099.044503
10244,41.139369,-099.035114
10245,41.346675,-099.030811
10247,42.358028,-099.312636
10248,42.403306,-099.350303
10249,42.855556,-099.730169
10250,43.925433,-101.424944
10251,39.108383,-109.763239
10254,35.486628,-119.629956
1025N,10.000000,-025.000000
10262,34.323364,-117.042333
10263,33.944644,-115.833131
10264,33.526781,-114.000769
10265,32.775572,-114.000764
10268,36.083925,-112.400344
10269,35.877986,-112.412425
10271,35.402475,-112.417867
10272,35.400808,-112.440203
10273,35.113453,-113.220006
10274,34.750314,-113.872969
10275,34.292986,-114.000775
10276,34.159628,-114.000775
10277,35.513433,-113.955422
10282,34.271194,-112.305108
10284,32.553928,-111.369139
10287,35.316194,-111.314250
10288,33.218900,-108.163714
10290,33.546422,-108.066383
10291,31.849742,-106.735547
10292,32.283731,-106.898700
10293,34.146203,-107.055367
10295,34.400147,-106.988281
10296,34.741833,-106.314519
10297,34.948911,-106.051519
10298,35.788361,-106.499889
10299,35.862158,-107.423908
10300,35.866519,-107.407075
10302,36.134686,-106.350556
10306,35.093583,-105.866556
10307,36.480006,-104.920667
10308,36.127742,-106.378503
1030N,10.000000,-030.000000
10310,30.878878,-102.260633
10311,31.888375,-103.623131
10312,32.583972,-103.904139
10313,34.494139,-102.868806
10314,34.498556,-102.861917
10315,36.450806,-102.825806
10316,36.739217,-101.939500
10317,36.738694,-103.099278
10318,36.767578,-103.043094
10319,36.757028,-103.116806
10320,37.158611,-102.274028
10321,37.028889,-103.377667
10322,37.355181,-102.432994
10323,34.460933,-102.507703
10324,34.516944,-101.206917
10325,34.746306,-100.447667
10326,35.302528,-100.021028
10328,36.004222,-100.447417
10330,34.398039,-109.824772
10331,36.902436,-102.069339
10332,34.761750,-101.373556
10333,34.868361,-100.755694
10334,34.951414,-100.259894
10335,31.087303,-101.091000
10338,35.827628,-099.587161
10339,35.818822,-098.650803
1033N,10.000000,-033.000000
10340,35.744128,-098.479572
10341,35.657797,-099.126453
10345,31.385078,-099.310775
10346,31.390583,-098.202222
1034N,10.000000,-034.000000
10353,31.887556,-097.961444
10354,31.434444,-096.070056
10355,31.299083,-096.431861
10356,31.206583,-097.362444
10357,35.917750,-095.909944
10358,35.863569,-097.840883
1035N,10.000000,-035.000000
10360,35.476922,-097.357811
10362,35.516178,-095.000231
10363,35.062819,-094.997956
10366,33.396444,-094.691583
10369,31.563917,-094.357278
10370,31.485786,-095.692536
10371,34.128300,-093.727878
10373,33.894667,-093.083472
10375,33.507919,-092.564628
10376,32.638442,-091.792444
10377,31.559194,-093.319611
10378,35.204111,-098.663258
10381,30.474639,-098.862472
10384,28.441522,-098.147339
10390,30.591750,-096.169444
10392,31.255789,-092.962322
10393,31.646972,-090.261172
10394,30.736600,-091.676281
10397,31.628639,-089.825242
10398,31.518828,-088.111256
10399,31.211036,-089.493817
10400,31.050067,-088.258422
10403,30.966486,-087.651958
10404,30.767908,-087.700211
10405,28.821889,-088.008056
10406,28.697764,-088.006572
10408,40.182694,-096.288789
10409,39.979250,-096.400667
10413,42.595064,-095.244883
10414,42.435397,-095.019350
10415,41.976456,-094.380717
10416,41.819542,-095.371608
10417,41.832097,-095.430639
10418,41.435056,-095.587778
10419,41.050719,-095.803033
10420,41.066528,-095.681639
10421,40.210472,-095.220972
10425,42.571086,-093.432428
10426,41.327111,-093.506278
10427,41.303611,-093.718389
10429,40.645083,-092.637861
10430,42.961761,-091.490336
10432,43.130203,-091.321883
10433,43.523639,-090.925044
10434,43.752306,-090.695694
10435,44.154658,-089.902681
10437,44.186753,-089.356839
10440,40.613708,-091.228286
10441,40.305347,-090.476486
10444,42.453528,-088.736389
10445,42.287361,-088.847917
10447,42.073833,-088.990319
10448,41.579972,-088.036222
10449,41.546250,-088.040611
10450,41.168781,-088.540786
10451,41.169750,-088.089306
10452,40.797978,-088.756397
10453,40.001086,-088.438003
10454,44.341653,-088.208436
10457,41.604833,-087.822972
10458,41.545639,-087.810750
10459,41.626861,-087.631083
1045S,-10.000000,045.000000
10460,41.544583,-087.587194
10461,41.366306,-087.492556
10462,41.169250,-087.733500
10463,41.167728,-087.387253
10466,40.000036,-087.443819
10467,43.489917,-085.852444
10471,43.209028,-085.922778
10472,43.170528,-085.932389
10473,43.231753,-085.000011
10474,43.089000,-085.000000
10475,42.793864,-085.492850
10476,42.707556,-085.000000
10477,42.611639,-085.000000
10478,42.447333,-085.000000
10479,42.037722,-085.000000
10480,41.778417,-084.759667
10481,41.919583,-084.867333
10483,41.483806,-084.734000
10484,40.973519,-084.700736
10485,40.826464,-084.689708
10487,40.001297,-089.522267
10488,41.488222,-088.048139
10489,44.758911,-097.763725
10490,46.125239,-095.440567
10491,44.450819,-095.006631
10492,44.423458,-095.069078
10493,43.785372,-094.219878
10494,43.297847,-094.513086
10495,49.001231,-093.703017
10497,44.214128,-093.353133
10498,44.296297,-093.906956
1049S,-10.000000,049.000000
10502,43.875631,-083.801119
10505,36.241806,-100.051389
10507,37.581458,-101.759672
1050S,-10.000000,050.000000
10510,39.125467,-096.862425
10513,38.252306,-095.098778
10514,39.698639,-094.533694
10515,40.403056,-094.181000
10516,36.529375,-093.923114
10517,36.775450,-093.749306
10518,36.839639,-092.565472
10519,37.021417,-092.834028
1051S,-10.000000,051.000000
10525,37.049272,-091.241881
10526,37.235472,-090.191500
10527,37.471656,-091.068264
10528,37.601406,-091.014544
10529,37.783933,-090.938603
10531,39.523417,-091.264361
10533,37.299861,-089.904694
10534,37.408000,-089.414806
10535,37.596528,-088.663944
10536,37.878750,-088.286639
10537,37.773806,-089.321278
10539,38.018944,-089.260083
10540,38.519944,-088.095750
10541,39.426917,-088.130722
10542,39.868417,-088.148139
10543,36.189383,-094.190925
10545,36.263500,-090.098861
10546,36.124222,-090.286972
10548,35.672083,-090.890417
10549,35.567139,-090.033889
10550,35.383417,-090.488806
10551,34.535417,-091.347583
10552,34.454083,-090.887111
10553,34.313972,-090.117500
10555,36.881500,-089.540694
10556,37.446944,-088.455417
10557,37.650936,-088.163506
10558,37.588878,-088.035778
10561,36.627417,-089.602194
10563,36.133417,-089.720639
10564,36.139944,-089.149083
10565,36.141889,-088.909167
10566,36.143833,-088.562722
10567,36.042722,-088.825639
10568,35.824417,-089.385889
10569,35.646278,-089.835917
10570,35.560861,-088.423278
10571,37.287111,-086.872639
10572,37.243389,-086.069639
10573,37.008000,-086.202444
10576,35.016083,-087.975500
10579,34.536167,-087.000000
10580,35.379611,-086.752222
10581,34.106500,-087.243944
10582,33.966583,-087.556000
10583,33.812972,-087.574389
10584,33.592667,-087.600647
10585,32.963097,-087.954517
10586,37.111744,-085.883389
10587,36.519556,-085.485583
10588,36.035639,-085.367528
10589,35.499444,-086.096056
10590,35.004556,-087.000000
10591,32.351833,-088.318778
10593,32.324614,-087.854650
10595,31.585797,-086.484964
10596,36.006917,-085.025667
10597,35.230906,-084.829081
10598,34.974889,-085.620528
10599,34.962528,-085.194139
10600,34.974519,-084.764967
10601,34.993942,-084.114661
10602,34.777500,-085.443611
10603,34.345283,-086.019278
10604,32.563058,-084.413389
10606,31.647947,-084.395189
10607,31.732939,-085.737331
10608,31.862486,-082.825725
10609,32.804633,-081.864472
1060S,-10.000000,060.000000
10610,33.788450,-081.572047
10612,36.264317,-085.091764
10613,36.545911,-083.989172
10614,36.692919,-083.393822
10616,37.061694,-081.832561
10617,37.329333,-080.631806
10619,37.176375,-080.541444
10620,36.678558,-081.850814
10621,36.515528,-080.157194
10622,36.136800,-079.894533
10623,36.120856,-079.844283
10624,34.655150,-080.668178
10625,34.292617,-081.373597
10627,30.793772,-085.137286
10628,27.989744,-084.961808
10635,28.443586,-081.280317
10637,27.964464,-082.351897
10639,27.950575,-082.710850
10640,32.821356,-081.561608
10642,32.843361,-081.140639
10644,28.438917,-081.290528
10645,27.950575,-082.594764
10646,28.779989,-080.909803
10647,34.851097,-079.954061
10648,34.643158,-079.631111
10649,34.308694,-078.565844
10650,34.090169,-078.272164
10651,29.349717,-082.612164
10652,29.254025,-082.458658
10654,26.917811,-082.073006
10661,26.762650,-081.918669
10665,39.171056,-080.100194
10666,39.010067,-080.465339
10667,38.807736,-080.549506
10672,38.175333,-080.689250
10673,38.121700,-080.369464
10674,38.096175,-080.219375
10678,37.821861,-080.764694
10679,39.705922,-078.426567
10680,39.665506,-078.289064
10682,39.423847,-078.263978
10687,38.960692,-078.216389
10689,38.740867,-078.172692
10690,38.576622,-078.125331
10693,38.045611,-079.925472
10697,37.748086,-078.406117
10699,36.936564,-077.837106
10702,39.409603,-076.952978
10716,39.880164,-075.597872
10724,39.823694,-086.611472
10725,39.769989,-086.578333
10730,38.759356,-086.440183
10737,39.906744,-084.630481
10739,39.929528,-084.102742
10740,39.330939,-085.497442
10743,38.737639,-085.952167
10749,40.800911,-083.875800
10750,40.588886,-083.525397
10751,40.563531,-082.444414
10752,40.587422,-082.019897
10759,38.740217,-082.396625
10760,38.423778,-082.354678
10765,39.998222,-081.913500
10767,40.004736,-081.595178
10769,39.434850,-081.843247
10770,39.580656,-081.241306
10771,39.203144,-080.564317
10774,38.787978,-081.156586
10777,40.592717,-083.944022
10780,43.241500,-084.463464
10786,43.783494,-082.158489
10787,43.520972,-083.732828
10788,43.403081,-082.217825
10789,43.251244,-083.681431
10790,43.203028,-082.321272
10791,42.999167,-083.633806
10792,42.947528,-083.624111
10795,42.406756,-083.523436
10800,41.695769,-082.789183
10808,42.800444,-081.719694
10809,42.754067,-081.324017
10810,42.331564,-081.581933
10812,42.124639,-081.706889
10814,41.917592,-081.830939
10818,41.553522,-081.479006
10822,40.870503,-081.144767
10826,40.393861,-080.182000
10830,40.012722,-080.156167
10831,39.521778,-080.134297
10833,39.500500,-080.133047
10840,42.413144,-078.474714
10843,42.375839,-078.583189
10844,42.342117,-078.680861
10845,42.315592,-078.576386
10846,42.278286,-078.430325
10847,42.276592,-078.423686
10848,42.275869,-078.429547
10849,42.258508,-078.569942
10852,41.575589,-078.493769
10853,41.539533,-078.190617
10856,41.208392,-078.085003
10857,40.969667,-078.427547
10858,40.658314,-078.394017
10859,40.703200,-078.398822
10860,40.698172,-078.332347
10864,40.003378,-079.414867
10865,40.002989,-079.390367
10867,39.743839,-078.297233
10868,39.510333,-080.118714
10869,43.112064,-076.765758
10870,43.044639,-077.497500
10871,42.994647,-076.725256
10873,42.891647,-077.043525
10874,42.879622,-076.667031
10875,42.872361,-077.102778
10876,42.702778,-076.719361
10878,42.446000,-076.966000
10883,41.994572,-077.347342
10885,41.473317,-077.691319
10886,41.184806,-077.899750
10887,40.670536,-077.975697
10889,39.968006,-077.846528
10893,42.892778,-083.613833
10894,41.009694,-078.022144
10895,40.927083,-078.079758
10896,40.839697,-078.112369
10897,42.565708,-076.693197
10899,42.466958,-076.773231
10901,42.493667,-076.522972
10905,41.951322,-077.186472
10909,41.456706,-077.575481
10910,41.367575,-076.967853
10911,41.171842,-077.796408
10912,41.134317,-077.501900
10921,42.022694,-075.414703
10931,42.371983,-107.994556
10960,41.135181,-072.081464
10962,45.137286,-074.486369
10963,45.022542,-074.288306
10964,44.747167,-075.726464
10978,43.033656,-073.920733
10979,43.023269,-073.764314
10984,45.400631,-070.887408
10985,43.229881,-071.909192
10990,41.646469,-070.348661
10992,45.698200,-067.789175
10993,45.582192,-068.581944
10996,43.572011,-066.999406
10997,43.264183,-066.999400
10-Dec,39.514539,8.836569
10-Jan,48.238117,17.311914
11004,42.987942,-079.840483
11007,44.703167,-075.981139
11008,45.331842,-074.278119
11009,45.074042,-074.078422
11015,48.499783,-124.912333
11018,35.979122,-108.560969
11021,34.369456,-110.480036
11040,33.572675,-107.745067
11041,32.861456,-105.588203
11042,32.686028,-105.159722
11043,32.127167,-103.828750
11044,32.994153,-107.855675
11045,42.553783,-093.097922
11046,42.116681,-093.281067
11047,41.489294,-093.498572
11048,41.350722,-093.536806
11049,41.322631,-093.546686
11050,40.663117,-093.515022
11059,38.679153,-117.299228
11061,34.883636,-110.325567
11062,34.882425,-113.670189
11064,35.047014,-112.460589
11065,35.164653,-111.538794
11071,34.834186,-110.962414
11075,34.679089,-109.794219
11076,34.559311,-110.058086
11078,35.571361,-107.206322
11081,35.347814,-107.040314
11086,34.885167,-102.256306
11087,34.726972,-101.571092
11088,34.664944,-101.307528
11089,34.518169,-100.694992
11090,35.784417,-102.202694
11091,35.764222,-100.842833
11092,35.692378,-100.000392
11098,44.882375,-102.653556
11099,46.445214,-084.715694
11100,46.339853,-084.476156
11101,46.286794,-084.406511
11102,46.201461,-084.270419
11173,47.120894,-115.000964
11174,47.452767,-115.000969
11177,39.977528,-117.453331
11178,38.796486,-117.170975
11180,38.168656,-117.065103
11181,36.927047,-118.584267
11182,36.584578,-118.584261
11184,35.688356,-120.328178
11187,45.655081,-103.167119
11188,41.710406,-106.596831
11189,41.522353,-106.502856
11190,40.353147,-110.360156
11191,39.356019,-111.202781
11194,41.949364,-099.022569
11195,40.798983,-099.046003
11196,39.916344,-099.063472
11200,35.735772,-111.847600
11202,35.883353,-111.772431
11203,37.138158,-111.120678
11204,35.511958,-109.774917
11206,41.977864,-099.021961
11207,42.308642,-099.015044
11208,34.398406,-113.617431
11209,33.761831,-114.000775
1120N,11.000000,-020.000000
11210,33.540253,-114.000769
11211,33.525169,-114.000769
11212,35.001175,-113.447292
11213,34.759011,-113.617436
11214,36.762328,-102.518381
11215,34.439572,-102.304744
11216,31.532156,-104.083806
11219,36.461472,-100.753900
11220,35.268622,-095.000231
11222,31.954800,-092.748511
11223,31.557644,-093.330114
11229,31.642861,-090.169225
11230,31.365472,-087.546461
11231,42.612642,-093.277203
11232,43.901547,-085.073669
11233,44.678019,-089.749956
11234,42.273736,-084.951842
11235,42.081767,-084.999969
11238,41.781992,-084.773733
11241,41.299689,-084.741039
11242,41.070908,-084.705706
11243,40.217286,-087.334567
11247,40.160850,-090.280983
11250,40.893917,-093.528047
11251,41.083136,-093.578047
11253,42.307983,-093.337789
11256,42.030847,-093.392403
11257,42.428481,-093.313897
11259,32.174603,-110.187208
11260,36.582792,-093.963867
11266,33.962908,-087.570792
11273,39.654614,-078.600597
11278,33.506389,-084.378978
11279,42.154572,-077.248503
11280,42.831028,-079.946903
11281,43.347111,-082.253186
11282,41.627789,-077.578178
11284,40.597122,-077.916639
11285,41.191506,-077.894800
11291,33.345467,-103.800511
11296,31.921344,-107.778889
11297,32.012653,-106.796608
11298,31.977794,-106.494183
11299,31.945550,-105.861972
11302,30.573561,-101.601728
11303,28.697819,-088.006572
11304,28.821344,-088.008044
11305,43.927575,-085.082200
11307,38.763269,-087.935672
1130N,11.000000,-030.000000
11313,27.998411,-084.960197
11315,43.467386,-082.196100
11316,42.957136,-079.467831
11317,42.419017,-076.938906
11318,33.319206,-108.045517
11320,33.331147,-108.318553
11323,40.311006,-083.071575
11324,40.320394,-082.529467
11326,40.330039,-081.677317
11327,40.332897,-081.127767
11328,40.331750,-080.177750
11329,40.331014,-080.057247
11330,40.318100,-078.915331
11332,40.312106,-077.865467
11333,40.308914,-077.553292
11334,41.001750,-120.956575
11335,35.726489,-119.992108
11338,33.530975,-092.566406
11340,31.737192,-090.661542
11341,43.072342,-091.379886
11343,32.727353,-087.864511
11344,33.579278,-087.717928
11345,33.464158,-103.638897
11360,65.837558,-164.730244
11379,59.592833,-136.823556
11380,59.412611,-135.200333
11383,54.619506,-131.106075
11384,54.519900,-131.648947
11386,54.508194,-133.022358
11387,61.561722,-140.495917
11388,62.471167,-141.000000
11389,62.672167,-141.000000
11399,31.243414,-082.260844
11400,45.954261,-070.244767
11401,46.023967,-068.403892
11402,46.070392,-067.300444
11403,42.598036,-084.974714
11409,33.869019,-093.178861
11410,34.300597,-093.573214
11414,40.683100,-084.967633
11416,40.209675,-087.364261
11417,40.832675,-087.181075
11419,42.177625,-084.995031
11426,36.438256,-085.464775
11427,37.093244,-085.855750
11428,32.906903,-087.928597
11429,37.299189,-086.207194
11430,35.710067,-085.631672
11432,36.276567,-085.044706
11435,36.958408,-080.413772
11436,36.209439,-079.981231
11437,33.996483,-082.278986
11438,36.739725,-083.201119
11439,32.013608,-084.237381
11441,32.179006,-082.958894
11443,34.560669,-080.928331
11444,37.048350,-080.466356
11445,36.682050,-080.253081
11447,37.008636,-082.063628
11448,34.062761,-082.123064
11450,29.001678,-081.389369
11451,34.519161,-079.461269
11452,34.696517,-079.704447
11453,29.002403,-081.033917
11454,29.293183,-083.020067
11455,29.376081,-082.442436
11456,37.526008,-080.829164
11457,39.020556,-075.700456
11458,38.612267,-080.599700
11459,39.719828,-076.214619
11462,39.181833,-075.792906
11463,38.866139,-075.612369
11464,39.150125,-080.029300
11465,39.385347,-079.495714
11466,39.171417,-075.786906
11468,40.319872,-081.673372
11470,39.820600,-081.562372
11471,40.599808,-081.787939
11472,40.269497,-077.863411
11474,42.842614,-082.127450
11475,43.001775,-079.467833
11476,43.066758,-076.759925
11477,42.509708,-076.860456
11478,42.548903,-076.218650
11480,36.112194,-107.864861
11482,33.998075,-110.350303
11483,34.396483,-109.863106
11484,34.411650,-109.844383
11485,34.605367,-109.604800
11486,35.503633,-108.429519
11488,35.926264,-108.162428
11489,36.101736,-107.604606
11492,45.158853,-067.249325
11494,29.657889,-095.589222
11496,29.774908,-093.984031
11499,43.944753,-076.558092
11501,44.411200,-074.502861
11504,48.999836,-122.572858
11505,32.383542,-111.494750
11506,32.665889,-111.726722
11514,41.314956,-122.352539
11517,38.068300,-113.298489
11520,31.252883,-104.083803
11528,39.284028,-099.167278
11529,39.305639,-096.766028
11530,39.303250,-096.161167
11569,34.102783,-116.332119
11570,34.019789,-115.293814
11576,44.606036,-119.354586
11577,41.116603,-121.653628
11578,41.458619,-119.366058
11579,44.716675,-106.001436
11580,42.457181,-106.975883
11581,44.281956,-101.451836
11582,42.363364,-099.013906
11583,42.917758,-091.534144
11584,42.319706,-093.335483
11585,42.097542,-093.379319
11586,33.907506,-078.028322
11587,34.437858,-078.962194
11588,30.000250,-078.633708
11593,38.116433,-088.079867
11594,38.905844,-080.478172
11595,38.462078,-080.631842
11625,31.701331,-106.376481
11626,27.455936,-099.493236
11627,25.862219,-097.435700
11642,36.982517,-080.427856
11653,38.138931,-117.270528
11660,31.854153,-103.581431
11676,31.568567,-093.916272
11679,33.295486,-092.969106
11680,33.508694,-092.645278
11681,33.554972,-092.627194
11683,34.198922,-092.270672
11689,32.649228,-115.697778
11695,43.667917,-084.470947
11697,43.247500,-084.035500
11702,41.098689,-121.531844
11703,41.080522,-121.528511
11704,38.702931,-121.109778
11705,37.985694,-120.965056
11706,37.890064,-120.923461
11707,37.850397,-120.906211
11708,36.807975,-120.460339
11709,35.730350,-120.012719
11711,69.171583,-141.000000
11712,34.261158,-079.266961
11713,34.303111,-078.651486
11714,34.342667,-078.611706
11715,34.430911,-079.169314
11716,35.075969,-077.864175
11717,35.145994,-077.791839
11722,39.824567,-098.978858
11725,48.999825,-123.136031
11726,48.738711,-123.106856
11727,48.895658,-123.123528
11749,45.449228,-122.973742
11750,47.273400,-122.936033
11751,47.694981,-122.984494
11752,48.259011,-123.050564
11754,46.375286,-120.969156
11758,47.031333,-122.149556
11759,47.013333,-122.381778
11760,47.204861,-123.196111
11772,64.578092,-149.078700
11773,65.849150,-147.276533
11777,64.819444,-149.030111
11778,64.998583,-148.996222
11779,65.385028,-148.921528
11780,64.154269,-145.693728
11785,40.793822,-072.519839
11791,40.467289,-080.328367
11795,43.513914,-082.172128
11796,36.984383,-082.168439
11797,36.935214,-082.379644
11798,41.288397,-099.032031
11799,36.256708,-082.981658
11800,37.328942,-082.212361
11801,36.399128,-082.604456
11802,36.580469,-082.117461
11803,35.015922,-083.169733
11804,35.014811,-083.226844
11811,38.164475,-082.426372
11812,38.321833,-082.320286
11813,38.411917,-082.259311
11814,38.981744,-081.812353
11816,39.376772,-080.873911
11820,39.821750,-080.546111
11821,40.015294,-080.482344
11822,40.332625,-080.377064
11823,38.779197,-081.399092
11825,41.487997,-070.671167
11826,31.784500,-106.717528
11829,33.526444,-084.347811
11830,33.472306,-084.431842
11837,44.511983,-122.717336
11838,44.790814,-122.350939
11839,44.991528,-122.084000
11840,45.061481,-121.990328
11841,45.184111,-121.825306
11842,45.402500,-121.528889
11843,45.579000,-121.286833
11844,45.741250,-121.051972
11846,46.321750,-120.006944
11847,47.163167,-118.418806
11848,47.424631,-117.906031
11850,32.659131,-108.815917
11851,32.605856,-108.616219
11854,33.203889,-103.800508
11856,48.999994,-112.291225
11857,49.000008,-109.457983
11858,46.723233,-103.167119
11860,45.268156,-103.167119
11862,46.882233,-103.167122
11863,46.090031,-103.167117
11882,32.514417,-090.268811
11901,48.999972,-096.495583
11902,48.999986,-097.131836
11903,48.999983,-096.929936
11904,31.608086,-084.719444
11905,32.460586,-085.005431
11906,32.982400,-085.183303
11907,33.652639,-085.486056
11908,34.292194,-085.787250
11909,34.460167,-085.867194
11911,35.454028,-086.347361
11912,26.580242,-081.877086
11913,34.511992,-082.783581
11915,36.464661,-084.312319
11916,35.061506,-083.216428
11917,35.015728,-083.180122
11918,35.007114,-083.173289
11922,34.492011,-114.000778
11923,48.999825,-123.108417
11924,38.562472,-094.201167
11930,35.061053,-099.584564
11931,35.309111,-099.818250
11932,38.125342,-102.612692
11933,37.705400,-102.178406
11934,35.501019,-100.000389
11935,35.709933,-100.199956
11936,35.990528,-100.470083
11937,36.026372,-100.504803
11940,36.916747,-101.380186
11941,36.984136,-101.447519
11942,37.374797,-101.841058
11943,37.508850,-101.977369
11956,38.510375,-117.290228
